year,id,label,value
2015,Saxony,Saxony,43733
2015,Saxony-Anhalt,Saxony-Anhalt,39762.6
2015,Schleswig-Holstein,Schleswig-Holstein,46074.2
2015,Thuringia,Thuringia,41530.1
2016,Baden-Wurttemberg,Baden-Wurttemberg,67498
2016,Bavaria,Bavaria,69645.6
2016,Berlin,Berlin,59247.4
2016,Brandenburg,Brandenburg,42025.6
2016,Bremen,Bremen,71309.1
2016,Hamburg,Hamburg,98671.1
2016,Hesse,Hesse,69223.3
2016,Lower Saxony,Lower Saxony,54980.5
2016,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,39910.1
2016,North Rhine-Westphalia,North Rhine-Westphalia,56735.7
2016,Rhineland-Palatinate,Rhineland-Palatinate,52274.3
2016,Saarland,Saarland,52989.1
2016,Saxony,Saxony,44492.3
2016,Saxony-Anhalt,Saxony-Anhalt,40388.5
2016,Schleswig-Holstein,Schleswig-Holstein,46508.6
2016,Thuringia,Thuringia,42267.4
2017,Baden-Wurttemberg,Baden-Wurttemberg,69434.1
2017,Bavaria,Bavaria,71624.3
2017,Berlin,Berlin,61239
2017,Brandenburg,Brandenburg,43412.7
2017,Bremen,Bremen,71641.5
2017,Hamburg,Hamburg,101880
2017,Hesse,Hesse,70144.9
2017,Lower Saxony,Lower Saxony,55581.1
2017,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,42596.2
2017,North Rhine-Westphalia,North Rhine-Westphalia,58246
2017,Rhineland-Palatinate,Rhineland-Palatinate,52927.9
2017,Saarland,Saarland,54005.1
2017,Saxony,Saxony,45683
2017,Saxony-Anhalt,Saxony-Anhalt,41533.1
2017,Schleswig-Holstein,Schleswig-Holstein,48467.6
2017,Thuringia,Thuringia,43265.4
2018,Baden-Wurttemberg,Baden-Wurttemberg,70518.7
2018,Bavaria,Bavaria,71765
2018,Berlin,Berlin,62992.3
2018,Brandenburg,Brandenburg,43642.6
2018,Bremen,Bremen,71321.9
2018,Hamburg,Hamburg,101810.6
2018,Hesse,Hesse,70254.3
2018,Lower Saxony,Lower Saxony,56650.1
2018,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,42217.5
2018,North Rhine-Westphalia,North Rhine-Westphalia,59097.1
2018,Rhineland-Palatinate,Rhineland-Palatinate,52956.9
2018,Saarland,Saarland,53814.5
2018,Saxony,Saxony,46184
2018,Saxony-Anhalt,Saxony-Anhalt,41771.5
2018,Schleswig-Holstein,Schleswig-Holstein,48788.3
2018,Thuringia,Thuringia,43384.7
2019,Baden-Wurttemberg,Baden-Wurttemberg,70222.3
2019,Bavaria,Bavaria,72623.3
2019,Berlin,Berlin,64511.3
2019,Brandenburg,Brandenburg,44544.3
2019,Bremen,Bremen,69897.1
2019,Hamburg,Hamburg,104185.6
2019,Hesse,Hesse,70757.1
2019,Lower Saxony,Lower Saxony,57501.9
2019,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,44247.2
2019,North Rhine-Westphalia,North Rhine-Westphalia,59122
2019,Rhineland-Palatinate,Rhineland-Palatinate,53473.3
2019,Saarland,Saarland,53109.2
2019,Saxony,Saxony,47161.9
2019,Saxony-Anhalt,Saxony-Anhalt,43221.4
